pcn,scrap_key,scrap_date,part_key,part_operation_key,part_no,operation_no,quantity,unit_cost,material_cost,scrap_cost,cost_model
123681,27411875,2021-02-27 06:43:00,2401373,6532343,84831198,10,3,4.05088,0,12.15264,Standard Cost Inventory - Beginning Frozen
123681,27411849,2021-02-27 06:30:00,2857205,8099703,ML34 3K185 AA,10,4,25.25811,22.0799,101.03244,Standard Cost Inventory - Beginning Frozen
123681,27411850,2021-02-27 06:30:00,2857206,8099704,ML34 3K186 AA,10,8,25.25811,22.0799,202.06488,Standard Cost Inventory - Beginning Frozen
123681,27411768,2021-02-27 06:04:00,2668508,7404645,L1MW 4A028 GA,10,1,19.22257,15.3924,19.22257,Standard Cost Inventory - Beginning Frozen
123681,27411763,2021-02-27 06:03:00,2668508,7404645,L1MW 4A028 GA,10,2,19.22257,15.3924,38.44514,Standard Cost Inventory - Beginning Frozen
123681,27411761,2021-02-27 06:03:00,2668508,7404645,L1MW 4A028 GA,10,19,19.22257,15.3924,365.22883,Standard Cost Inventory - Beginning Frozen
123681,27411488,2021-02-27 02:02:00,2972018,8630226,LX6C 3K171 B2B,10,1,11.92576,9.0991,11.92576,Standard Cost Inventory - Beginning Frozen
123681,27411487,2021-02-27 02:02:00,2972017,8630225,LX6C 3K170 B2B,10,4,11.92576,9.0991,47.70304,Standard Cost Inventory - Beginning Frozen
123681,27410840,2021-02-26 22:37:00,2857206,8099704,ML34 3K186 AA,10,4,25.25811,22.0799,101.03244,Standard Cost Inventory - Beginning Frozen
123681,27410841,2021-02-26 22:37:00,2857205,8099703,ML34 3K185 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27410810,2021-02-26 22:33:00,2668508,7404645,L1MW 4A028 GA,10,40,19.22257,15.3924,768.9028,Standard Cost Inventory - Beginning Frozen
123681,27408961,2021-02-26 14:40:00,2668507,7404644,L1MW 4A028 MA,10,6,17.15313,14.6152,102.91878,Standard Cost Inventory - Beginning Frozen
123681,27408603,2021-02-26 14:07:00,2223210,5990079,22752754,10,16,26.00085,23.954,416.0136,Standard Cost Inventory - Beginning Frozen
123681,27408576,2021-02-26 14:04:00,2223210,5990079,22752754,10,20,26.00085,23.954,520.017,Standard Cost Inventory - Beginning Frozen
123681,27408552,2021-02-26 14:03:00,2223210,5990079,22752754,10,8,26.00085,23.954,208.0068,Standard Cost Inventory - Beginning Frozen
123681,27408219,2021-02-26 13:23:00,2401373,6532343,84831198,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27408221,2021-02-26 13:23:00,2401375,6532351,84831199,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27408218,2021-02-26 13:23:00,2401375,6532351,84831199,10,2,4.05088,0,8.10176,Standard Cost Inventory - Beginning Frozen
123681,27407126,2021-02-26 10:04:00,2223210,5990079,22752754,10,1,26.00085,23.954,26.00085,Standard Cost Inventory - Beginning Frozen
123681,27405915,2021-02-26 06:39:00,2401375,6532351,84831199,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27405913,2021-02-26 06:39:00,2401373,6532343,84831198,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27405789,2021-02-26 06:25:00,2668508,7404645,L1MW 4A028 GA,10,3,19.22257,15.3924,57.66771,Standard Cost Inventory - Beginning Frozen
123681,27405784,2021-02-26 06:25:00,2668508,7404645,L1MW 4A028 GA,10,18,19.22257,15.3924,346.00626,Standard Cost Inventory - Beginning Frozen
123681,27405138,2021-02-26 03:19:00,2972018,8630226,LX6C 3K171 B2B,10,1,11.92576,9.0991,11.92576,Standard Cost Inventory - Beginning Frozen
123681,27405042,2021-02-26 02:52:00,2972017,8630225,LX6C 3K170 B2B,10,1,11.92576,9.0991,11.92576,Standard Cost Inventory - Beginning Frozen
123681,27405041,2021-02-26 02:52:00,2972018,8630226,LX6C 3K171 B2B,10,1,11.92576,9.0991,11.92576,Standard Cost Inventory - Beginning Frozen
123681,27404420,2021-02-25 23:49:00,2627528,7280906,JL14-5A968-AC,10,1,32.12501,27.4113,32.12501,Standard Cost Inventory - Beginning Frozen
123681,27404421,2021-02-25 23:49:00,2627529,7280912,JL14-5A969-AC,10,1,32.12501,27.4113,32.12501,Standard Cost Inventory - Beginning Frozen
123681,27403937,2021-02-25 22:34:00,2857206,8099704,ML34 3K186 AA,10,7,25.25811,22.0799,176.80677,Standard Cost Inventory - Beginning Frozen
123681,27403938,2021-02-25 22:34:00,2857205,8099703,ML34 3K185 AA,10,5,25.25811,22.0799,126.29055,Standard Cost Inventory - Beginning Frozen
123681,27403913,2021-02-25 22:28:00,2668508,7404645,L1MW 4A028 GA,10,1,19.22257,15.3924,19.22257,Standard Cost Inventory - Beginning Frozen
123681,27403865,2021-02-25 22:18:00,2401373,6532343,84831198,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27403866,2021-02-25 22:18:00,2401375,6532351,84831199,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27403331,2021-02-25 20:42:00,2668508,7404645,L1MW 4A028 GA,10,14,19.22257,15.3924,269.11598,Standard Cost Inventory - Beginning Frozen
123681,27401703,2021-02-25 14:43:00,2668507,7404644,L1MW 4A028 MA,10,2,17.15313,14.6152,34.30626,Standard Cost Inventory - Beginning Frozen
123681,27401611,2021-02-25 14:38:00,2668508,7404645,L1MW 4A028 GA,10,3,19.22257,15.3924,57.66771,Standard Cost Inventory - Beginning Frozen
123681,27401608,2021-02-25 14:37:00,2668508,7404645,L1MW 4A028 GA,10,4,19.22257,15.3924,76.89028,Standard Cost Inventory - Beginning Frozen
123681,27400960,2021-02-25 13:37:00,2857205,8099703,ML34 3K185 AA,10,4,25.25811,22.0799,101.03244,Standard Cost Inventory - Beginning Frozen
123681,27400963,2021-02-25 13:37:00,2857205,8099703,ML34 3K185 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27400715,2021-02-25 13:08:00,2401373,6532343,84831198,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27400716,2021-02-25 13:08:00,2401375,6532351,84831199,10,2,4.05088,0,8.10176,Standard Cost Inventory - Beginning Frozen
123681,27400423,2021-02-25 12:22:00,2668508,7404645,L1MW 4A028 GA,10,143,19.22257,15.3924,2748.82751,Standard Cost Inventory - Beginning Frozen
123681,27399310,2021-02-25 09:37:00,2857206,8099704,ML34 3K186 AA,10,32,25.25811,22.0799,808.25952,Standard Cost Inventory - Beginning Frozen
123681,27399311,2021-02-25 09:37:00,2857205,8099703,ML34 3K185 AA,10,31,25.25811,22.0799,783.00141,Standard Cost Inventory - Beginning Frozen
123681,27397935,2021-02-25 06:36:00,2972018,8630226,LX6C 3K171 B2B,10,5,11.92576,9.0991,59.6288,Standard Cost Inventory - Beginning Frozen
123681,27397897,2021-02-25 06:33:00,2401375,6532351,84831199,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27397634,2021-02-25 05:54:00,2627529,7280912,JL14-5A969-AC,10,1,32.12501,27.4113,32.12501,Standard Cost Inventory - Beginning Frozen
123681,27396943,2021-02-25 02:23:00,2627529,7280912,JL14-5A969-AC,10,1,32.12501,27.4113,32.12501,Standard Cost Inventory - Beginning Frozen
123681,27396940,2021-02-25 02:22:00,2627529,7280912,JL14-5A969-AC,10,1,32.12501,27.4113,32.12501,Standard Cost Inventory - Beginning Frozen
123681,27396942,2021-02-25 02:22:00,2627528,7280906,JL14-5A968-AC,10,1,32.12501,27.4113,32.12501,Standard Cost Inventory - Beginning Frozen
123681,27396937,2021-02-25 02:21:00,2627528,7280906,JL14-5A968-AC,10,1,32.12501,27.4113,32.12501,Standard Cost Inventory - Beginning Frozen
123681,27396020,2021-02-24 22:34:00,2857206,8099704,ML34 3K186 AA,10,4,25.25811,22.0799,101.03244,Standard Cost Inventory - Beginning Frozen
123681,27393567,2021-02-24 14:41:00,2668508,7404645,L1MW 4A028 GA,10,3,19.22257,15.3924,57.66771,Standard Cost Inventory - Beginning Frozen
123681,27393562,2021-02-24 14:41:00,2668508,7404645,L1MW 4A028 GA,10,5,19.22257,15.3924,96.11285,Standard Cost Inventory - Beginning Frozen
123681,27393551,2021-02-24 14:40:00,2857205,8099703,ML34 3K185 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27393547,2021-02-24 14:40:00,2857205,8099703,ML34 3K185 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27393542,2021-02-24 14:39:00,2857205,8099703,ML34 3K185 AA,10,4,25.25811,22.0799,101.03244,Standard Cost Inventory - Beginning Frozen
123681,27392867,2021-02-24 13:45:00,2401373,6532343,84831198,10,3,4.05088,0,12.15264,Standard Cost Inventory - Beginning Frozen
123681,27392868,2021-02-24 13:45:00,2401375,6532351,84831199,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27387653,2021-02-23 22:31:00,2857206,8099704,ML34 3K186 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27387563,2021-02-23 22:16:00,2668507,7404644,L1MW 4A028 MA,10,2,17.15313,14.6152,34.30626,Standard Cost Inventory - Beginning Frozen
123681,27386502,2021-02-23 17:20:00,2401373,6532343,84831198,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27385112,2021-02-23 14:31:00,2668508,7404645,L1MW 4A028 GA,10,12,19.22257,15.3924,230.67084,Standard Cost Inventory - Beginning Frozen
123681,27385101,2021-02-23 14:30:00,2668508,7404645,L1MW 4A028 GA,10,6,19.22257,15.3924,115.33542,Standard Cost Inventory - Beginning Frozen
123681,27384319,2021-02-23 13:20:00,2401373,6532343,84831198,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27383221,2021-02-23 10:25:00,2401373,6532343,84831198,10,3,4.05088,0,12.15264,Standard Cost Inventory - Beginning Frozen
123681,27383222,2021-02-23 10:25:00,2401375,6532351,84831199,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27381735,2021-02-23 06:33:00,2668508,7404645,L1MW 4A028 GA,10,3,19.22257,15.3924,57.66771,Standard Cost Inventory - Beginning Frozen
123681,27381726,2021-02-23 06:32:00,2668508,7404645,L1MW 4A028 GA,10,32,19.22257,15.3924,615.12224,Standard Cost Inventory - Beginning Frozen
123681,27381730,2021-02-23 06:32:00,2668508,7404645,L1MW 4A028 GA,10,3,19.22257,15.3924,57.66771,Standard Cost Inventory - Beginning Frozen
123681,27379704,2021-02-22 22:25:00,2668507,7404644,L1MW 4A028 MA,10,1,17.15313,14.6152,17.15313,Standard Cost Inventory - Beginning Frozen
123681,27379700,2021-02-22 22:24:00,2668507,7404644,L1MW 4A028 MA,10,2,17.15313,14.6152,34.30626,Standard Cost Inventory - Beginning Frozen
123681,27379174,2021-02-22 21:13:00,2668508,7404645,L1MW 4A028 GA,10,13,19.22257,15.3924,249.89341,Standard Cost Inventory - Beginning Frozen
123681,27379178,2021-02-22 21:13:00,2668508,7404645,L1MW 4A028 GA,10,1,19.22257,15.3924,19.22257,Standard Cost Inventory - Beginning Frozen
123681,27378836,2021-02-22 19:01:00,2401373,6532343,84831198,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27378359,2021-02-22 16:32:00,2857205,8099703,ML34 3K185 AA,10,2,25.25811,22.0799,50.51622,Standard Cost Inventory - Beginning Frozen
123681,27378362,2021-02-22 16:32:00,2857206,8099704,ML34 3K186 AA,10,3,25.25811,22.0799,75.77433,Standard Cost Inventory - Beginning Frozen
123681,27378361,2021-02-22 16:32:00,2857205,8099703,ML34 3K185 AA,10,2,25.25811,22.0799,50.51622,Standard Cost Inventory - Beginning Frozen
123681,27378360,2021-02-22 16:32:00,2857206,8099704,ML34 3K186 AA,10,2,25.25811,22.0799,50.51622,Standard Cost Inventory - Beginning Frozen
123681,27378088,2021-02-22 15:46:00,2668508,7404645,L1MW 4A028 GA,10,5,19.22257,15.3924,96.11285,Standard Cost Inventory - Beginning Frozen
123681,27378087,2021-02-22 15:46:00,2668508,7404645,L1MW 4A028 GA,10,3,19.22257,15.3924,57.66771,Standard Cost Inventory - Beginning Frozen
123681,27378084,2021-02-22 15:46:00,2668508,7404645,L1MW 4A028 GA,10,2,19.22257,15.3924,38.44514,Standard Cost Inventory - Beginning Frozen
123681,27377102,2021-02-22 14:05:00,2857205,8099703,ML34 3K185 AA,10,2,25.25811,22.0799,50.51622,Standard Cost Inventory - Beginning Frozen
123681,27377103,2021-02-22 14:05:00,2857206,8099704,ML34 3K186 AA,10,2,25.25811,22.0799,50.51622,Standard Cost Inventory - Beginning Frozen
123681,27377093,2021-02-22 14:04:00,2857206,8099704,ML34 3K186 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27377092,2021-02-22 14:04:00,2857205,8099703,ML34 3K185 AA,10,3,25.25811,22.0799,75.77433,Standard Cost Inventory - Beginning Frozen
123681,27376986,2021-02-22 13:55:00,2223211,5990082,22752755,10,1,26.00085,23.954,26.00085,Standard Cost Inventory - Beginning Frozen
123681,27376978,2021-02-22 13:55:00,2223211,5990082,22752755,10,1,26.00085,23.954,26.00085,Standard Cost Inventory - Beginning Frozen
123681,27376983,2021-02-22 13:55:00,2401373,6532343,84831198,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27376485,2021-02-22 12:58:00,2401373,6532343,84831198,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27376482,2021-02-22 12:57:00,2401373,6532343,84831198,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27376483,2021-02-22 12:57:00,2401375,6532351,84831199,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27374590,2021-02-22 08:01:00,1130757,1864707,AL3Z 3K186 B,10,2,42.22475,35,84.4495,Standard Cost Inventory - Beginning Frozen
123681,27371975,2021-02-21 06:23:00,2401375,6532351,84831199,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27371907,2021-02-21 05:15:00,2627528,7280906,JL14-5A968-AC,10,1,32.12501,27.4113,32.12501,Standard Cost Inventory - Beginning Frozen
123681,27371281,2021-02-20 17:17:00,2627529,7280912,JL14-5A969-AC,10,4,32.12501,27.4113,128.50004,Standard Cost Inventory - Beginning Frozen
123681,27371279,2021-02-20 17:16:00,2627528,7280906,JL14-5A968-AC,10,4,32.12501,27.4113,128.50004,Standard Cost Inventory - Beginning Frozen
123681,27370787,2021-02-20 13:28:00,2401375,6532351,84831199,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27370788,2021-02-20 13:28:00,2401373,6532343,84831198,10,2,4.05088,0,8.10176,Standard Cost Inventory - Beginning Frozen
123681,27369886,2021-02-20 06:31:00,2668508,7404645,L1MW 4A028 GA,10,18,19.22257,15.3924,346.00626,Standard Cost Inventory - Beginning Frozen
123681,27369884,2021-02-20 06:31:00,2668508,7404645,L1MW 4A028 GA,10,6,19.22257,15.3924,115.33542,Standard Cost Inventory - Beginning Frozen
123681,27369888,2021-02-20 06:31:00,2668508,7404645,L1MW 4A028 GA,10,4,19.22257,15.3924,76.89028,Standard Cost Inventory - Beginning Frozen
123681,27369876,2021-02-20 06:26:00,2401375,6532351,84831199,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27369877,2021-02-20 06:26:00,2401373,6532343,84831198,10,2,4.05088,0,8.10176,Standard Cost Inventory - Beginning Frozen
123681,27369733,2021-02-20 05:23:00,2857205,8099703,ML34 3K185 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27369651,2021-02-20 04:59:00,2857205,8099703,ML34 3K185 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27369652,2021-02-20 04:59:00,2857206,8099704,ML34 3K186 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27369416,2021-02-20 02:48:00,2857206,8099704,ML34 3K186 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27369384,2021-02-20 02:10:00,2857206,8099704,ML34 3K186 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27369383,2021-02-20 02:10:00,2857205,8099703,ML34 3K185 AA,10,2,25.25811,22.0799,50.51622,Standard Cost Inventory - Beginning Frozen
123681,27369250,2021-02-20 00:47:00,2857206,8099704,ML34 3K186 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27369134,2021-02-19 23:52:00,2857205,8099703,ML34 3K185 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27369117,2021-02-19 23:48:00,2857205,8099703,ML34 3K185 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27369118,2021-02-19 23:48:00,2857206,8099704,ML34 3K186 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27368808,2021-02-19 22:29:00,2857205,8099703,ML34 3K185 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27368800,2021-02-19 22:27:00,2668508,7404645,L1MW 4A028 GA,10,4,19.22257,15.3924,76.89028,Standard Cost Inventory - Beginning Frozen
123681,27368796,2021-02-19 22:24:00,2668508,7404645,L1MW 4A028 GA,10,16,19.22257,15.3924,307.56112,Standard Cost Inventory - Beginning Frozen
123681,27367481,2021-02-19 16:23:00,2857206,8099704,ML34 3K186 AA,10,19,25.25811,22.0799,479.90409,Standard Cost Inventory - Beginning Frozen
123681,27367228,2021-02-19 15:33:00,2401375,6532351,84831199,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27367227,2021-02-19 15:33:00,2401373,6532343,84831198,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27366567,2021-02-19 14:32:00,2668507,7404644,L1MW 4A028 MA,10,0,17.15313,14.6152,0,Standard Cost Inventory - Beginning Frozen
123681,27366531,2021-02-19 14:28:00,2668508,7404645,L1MW 4A028 GA,10,2,19.22257,15.3924,38.44514,Standard Cost Inventory - Beginning Frozen
123681,27366534,2021-02-19 14:28:00,2668508,7404645,L1MW 4A028 GA,10,1,19.22257,15.3924,19.22257,Standard Cost Inventory - Beginning Frozen
123681,27366462,2021-02-19 14:21:00,2668508,7404645,L1MW 4A028 GA,10,12,19.22257,15.3924,230.67084,Standard Cost Inventory - Beginning Frozen
123681,27366449,2021-02-19 14:19:00,2668508,7404645,L1MW 4A028 GA,10,1,19.22257,15.3924,19.22257,Standard Cost Inventory - Beginning Frozen
123681,27366392,2021-02-19 14:10:00,2857205,8099703,ML34 3K185 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27366235,2021-02-19 13:56:00,2857205,8099703,ML34 3K185 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27364067,2021-02-19 08:03:00,2668507,7404644,L1MW 4A028 MA,10,1,17.15313,14.6152,17.15313,Standard Cost Inventory - Beginning Frozen
123681,27363756,2021-02-19 07:19:00,2972014,8630223,LX6C 3K171 A2B,10,1,12.2194,8.9715,12.2194,Standard Cost Inventory - Beginning Frozen
123681,27363501,2021-02-19 06:41:00,2972017,8630225,LX6C 3K170 B2B,10,1,11.92576,9.0991,11.92576,Standard Cost Inventory - Beginning Frozen
123681,27363500,2021-02-19 06:41:00,2972018,8630226,LX6C 3K171 B2B,10,1,11.92576,9.0991,11.92576,Standard Cost Inventory - Beginning Frozen
123681,27363384,2021-02-19 06:27:00,2668508,7404645,L1MW 4A028 GA,10,14,19.22257,15.3924,269.11598,Standard Cost Inventory - Beginning Frozen
123681,27363386,2021-02-19 06:27:00,2668508,7404645,L1MW 4A028 GA,10,2,19.22257,15.3924,38.44514,Standard Cost Inventory - Beginning Frozen
123681,27362630,2021-02-19 03:04:00,2972018,8630226,LX6C 3K171 B2B,10,2,11.92576,9.0991,23.85152,Standard Cost Inventory - Beginning Frozen
123681,27362507,2021-02-19 02:01:00,2972018,8630226,LX6C 3K171 B2B,10,1,11.92576,9.0991,11.92576,Standard Cost Inventory - Beginning Frozen
123681,27362506,2021-02-19 02:01:00,2972017,8630225,LX6C 3K170 B2B,10,1,11.92576,9.0991,11.92576,Standard Cost Inventory - Beginning Frozen
123681,27361619,2021-02-18 22:28:00,2857206,8099704,ML34 3K186 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27361616,2021-02-18 22:27:00,2857205,8099703,ML34 3K185 AA,10,2,25.25811,22.0799,50.51622,Standard Cost Inventory - Beginning Frozen
123681,27361617,2021-02-18 22:27:00,2857206,8099704,ML34 3K186 AA,10,2,25.25811,22.0799,50.51622,Standard Cost Inventory - Beginning Frozen
123681,27361577,2021-02-18 22:22:00,2668508,7404645,L1MW 4A028 GA,10,2,19.22257,15.3924,38.44514,Standard Cost Inventory - Beginning Frozen
123681,27361571,2021-02-18 22:22:00,2668508,7404645,L1MW 4A028 GA,10,13,19.22257,15.3924,249.89341,Standard Cost Inventory - Beginning Frozen
123681,27361479,2021-02-18 22:02:00,2627528,7280906,JL14-5A968-AC,10,1,32.12501,27.4113,32.12501,Standard Cost Inventory - Beginning Frozen
123681,27359331,2021-02-18 14:29:00,2668508,7404645,L1MW 4A028 GA,10,6,19.22257,15.3924,115.33542,Standard Cost Inventory - Beginning Frozen
123681,27359323,2021-02-18 14:28:00,2668508,7404645,L1MW 4A028 GA,10,10,19.22257,15.3924,192.2257,Standard Cost Inventory - Beginning Frozen
123681,27359180,2021-02-18 14:13:00,2857206,8099704,ML34 3K186 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27359179,2021-02-18 14:13:00,2857205,8099703,ML34 3K185 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27359076,2021-02-18 14:03:00,2857205,8099703,ML34 3K185 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27359088,2021-02-18 14:03:00,2857206,8099704,ML34 3K186 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27359077,2021-02-18 14:03:00,2857206,8099704,ML34 3K186 AA,10,1,25.25811,22.0799,25.25811,Standard Cost Inventory - Beginning Frozen
123681,27359087,2021-02-18 14:03:00,2857205,8099703,ML34 3K185 AA,10,5,25.25811,22.0799,126.29055,Standard Cost Inventory - Beginning Frozen
123681,27359045,2021-02-18 13:59:00,2401373,6532343,84831198,10,3,4.05088,0,12.15264,Standard Cost Inventory - Beginning Frozen
123681,27358497,2021-02-18 12:48:00,1735583,4203269,CV61 5A970 ANC,10,3,20.09028,15,60.27084,Standard Cost Inventory - Beginning Frozen
123681,27355954,2021-02-18 05:46:00,2857206,8099704,ML34 3K186 AA,10,5,25.25811,22.0799,126.29055,Standard Cost Inventory - Beginning Frozen
123681,27355953,2021-02-18 05:46:00,2857205,8099703,ML34 3K185 AA,10,6,25.25811,22.0799,151.54866,Standard Cost Inventory - Beginning Frozen
123681,27354070,2021-02-17 21:39:00,2627528,7280906,JL14-5A968-AC,10,1,32.12501,27.4113,32.12501,Standard Cost Inventory - Beginning Frozen
123681,27354071,2021-02-17 21:39:00,2627529,7280912,JL14-5A969-AC,10,1,32.12501,27.4113,32.12501,Standard Cost Inventory - Beginning Frozen
123681,27351964,2021-02-17 14:31:00,2668508,7404645,L1MW 4A028 GA,10,9,19.22257,15.3924,173.00313,Standard Cost Inventory - Beginning Frozen
123681,27351968,2021-02-17 14:31:00,2668508,7404645,L1MW 4A028 GA,10,12,19.22257,15.3924,230.67084,Standard Cost Inventory - Beginning Frozen
123681,27351879,2021-02-17 14:23:00,2668507,7404644,L1MW 4A028 MA,10,1,17.15313,14.6152,17.15313,Standard Cost Inventory - Beginning Frozen
123681,27351805,2021-02-17 14:13:00,2401375,6532351,84831199,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27351767,2021-02-17 14:07:00,2972012,8630218,LX6C 3K170 A2B,10,1,12.2194,8.9715,12.2194,Standard Cost Inventory - Beginning Frozen
123681,27348778,2021-02-17 06:39:00,2401373,6532343,84831198,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27346930,2021-02-16 22:25:00,2972018,8630226,LX6C 3K171 B2B,10,1,11.92576,9.0991,11.92576,Standard Cost Inventory - Beginning Frozen
123681,27346678,2021-02-16 21:40:00,2401375,6532351,84831199,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27345379,2021-02-16 15:17:00,2401373,6532343,84831198,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27345306,2021-02-16 15:05:00,2668508,7404645,L1MW 4A028 GA,10,11,19.22257,15.3924,211.44827,Standard Cost Inventory - Beginning Frozen
123681,27345304,2021-02-16 15:05:00,2668508,7404645,L1MW 4A028 GA,10,3,19.22257,15.3924,57.66771,Standard Cost Inventory - Beginning Frozen
123681,27345068,2021-02-16 14:33:00,2972014,8630223,LX6C 3K171 A2B,10,1,12.2194,8.9715,12.2194,Standard Cost Inventory - Beginning Frozen
123681,27345063,2021-02-16 14:33:00,2972012,8630218,LX6C 3K170 A2B,10,3,12.2194,8.9715,36.6582,Standard Cost Inventory - Beginning Frozen
123681,27345059,2021-02-16 14:32:00,2972014,8630223,LX6C 3K171 A2B,10,4,12.2194,8.9715,48.8776,Standard Cost Inventory - Beginning Frozen
123681,27345011,2021-02-16 14:25:00,1735583,4203269,CV61 5A970 ANC,10,34,20.09028,15,683.06952,Standard Cost Inventory - Beginning Frozen
123681,27345000,2021-02-16 14:23:00,2401375,6532351,84831199,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27344956,2021-02-16 14:16:00,1735587,4203276,CV61 5A971 ANC,10,26,20.09028,15,522.34728,Standard Cost Inventory - Beginning Frozen
123681,27344916,2021-02-16 14:09:00,1735587,4203276,CV61 5A971 ANC,10,14,20.09028,15,281.26392,Standard Cost Inventory - Beginning Frozen
123681,27344917,2021-02-16 14:09:00,1735583,4203269,CV61 5A970 ANC,10,13,20.09028,15,261.17364,Standard Cost Inventory - Beginning Frozen
123681,27344878,2021-02-16 14:02:00,2843147,8583838,LK9C 5B758 DNA,20,1,33.67006,24.9894,33.67006,Standard Cost Inventory - Beginning Frozen
123681,27344153,2021-02-16 12:07:00,2401373,6532343,84831198,10,3,4.05088,0,12.15264,Standard Cost Inventory - Beginning Frozen
123681,27343761,2021-02-16 10:27:00,2401373,6532343,84831198,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27343629,2021-02-16 10:00:00,2401373,6532343,84831198,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27342701,2021-02-16 06:27:00,2668508,7404645,L1MW 4A028 GA,10,6,19.22257,15.3924,115.33542,Standard Cost Inventory - Beginning Frozen
123681,27342700,2021-02-16 06:27:00,2668508,7404645,L1MW 4A028 GA,10,36,19.22257,15.3924,692.01252,Standard Cost Inventory - Beginning Frozen
123681,27342685,2021-02-16 06:21:00,2401375,6532351,84831199,10,1,4.05088,0,4.05088,Standard Cost Inventory - Beginning Frozen
123681,27342437,2021-02-16 05:14:00,2401373,6532343,84831198,10,2,4.05088,0,8.10176,Standard Cost Inventory - Beginning Frozen
