pcn,scrap_key,scrap_date,part_key,part_operation_key,part_no,operation_no,quantity,unit_cost,material_cost,scrap_cost,cost_model
295932,27405631,2021-02-26 06:09:00,2475649,6804563,5241,160,2,31.9298,15.721925,32.41575,Standard cost 01-2021
295932,27405627,2021-02-26 06:08:00,2475649,6804563,5241,160,1,31.9298,15.721925,16.207875,Standard cost 01-2021
295932,27405616,2021-02-26 06:05:00,2475663,6804630,5242,120,4,31.6004,15.721925,63.5139,Standard cost 01-2021
295932,27405601,2021-02-26 06:03:00,2475295,6802222,5205,120,24,11.84909,8.1826860740997,87.993694,Standard cost 01-2021
295932,27405602,2021-02-26 06:03:00,2475295,6802222,5205,120,6,11.84909,8.1826860740997,21.998424,Standard cost 01-2021
295932,27405603,2021-02-26 06:03:00,2475295,6802222,5205,120,7,11.84909,8.1826860740997,25.664827,Standard cost 01-2021
295932,27405591,2021-02-26 06:01:00,2475663,6804630,5242,120,15,31.6004,15.721925,238.177125,Standard cost 01-2021
295932,27405577,2021-02-26 06:00:00,2475663,6804630,5242,120,3,31.6004,15.721925,47.635425,Standard cost 01-2021
295932,27405576,2021-02-26 05:59:00,2475364,6802703,5206,120,4,12.89368,9.2272842740997,14.665583,Standard cost 01-2021
295932,27405574,2021-02-26 05:59:00,2475364,6802703,5206,120,11,12.89368,9.2272842740997,40.330353,Standard cost 01-2021
295932,27405575,2021-02-26 05:59:00,2475364,6802703,5206,120,2,12.89368,9.2272842740997,7.332791,Standard cost 01-2021
295932,27405571,2021-02-26 05:59:00,2475649,6804557,5241,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27405561,2021-02-26 05:58:00,2475649,6804557,5241,120,5,31.6004,15.721925,79.392375,Standard cost 01-2021
295932,27408541,2021-02-26 05:45:00,2476335,6805353,5238,160,2,13.70658,9.4929418565255,8.427276,Standard cost 01-2021
295932,27405473,2021-02-26 05:40:00,2473997,6798863,5225,120,2,18.43096,11.5212175,13.819485,Standard cost 01-2021
295932,27405472,2021-02-26 05:40:00,2474349,6799551,5226,120,3,18.43096,11.5212175,20.729228,Standard cost 01-2021
295932,27405471,2021-02-26 05:40:00,2469617,6783328,5234,120,1,27.28889,15.34041,11.94848,Standard cost 01-2021
295932,27405464,2021-02-26 05:38:00,2469617,6783328,5234,120,1,27.28889,15.34041,11.94848,Standard cost 01-2021
295932,27405457,2021-02-26 05:38:00,2475474,6803684,5233,120,1,27.28889,15.34041,11.94848,Standard cost 01-2021
295932,27405453,2021-02-26 05:37:00,2473997,6798863,5225,120,4,18.43096,11.5212175,27.63897,Standard cost 01-2021
295932,27405452,2021-02-26 05:37:00,2474349,6799551,5226,120,4,18.43096,11.5212175,27.63897,Standard cost 01-2021
295932,27405454,2021-02-26 05:37:00,2475474,6803684,5233,120,2,27.28889,15.34041,23.89696,Standard cost 01-2021
295932,27405451,2021-02-26 05:36:00,2475474,6803684,5233,120,1,27.28889,15.34041,11.94848,Standard cost 01-2021
295932,27405405,2021-02-26 05:25:00,2475521,6803944,5230,160,2,15.49922,9.31231,12.37382,Standard cost 01-2021
295932,27405404,2021-02-26 05:25:00,2475521,6803944,5230,160,3,15.49922,9.31231,18.56073,Standard cost 01-2021
295932,27405403,2021-02-26 05:25:00,2475521,6803944,5230,160,1,15.49922,9.31231,6.18691,Standard cost 01-2021
295932,27405400,2021-02-26 05:23:00,2475364,6802703,5206,120,1,12.89368,9.2272842740997,3.666396,Standard cost 01-2021
295932,27405380,2021-02-26 05:13:00,2475663,6804625,5242,65,1,23.3034,15.721925,7.581475,Standard cost 01-2021
295932,27405378,2021-02-26 05:13:00,2475649,6804552,5241,65,1,23.3034,15.721925,7.581475,Standard cost 01-2021
295932,27405375,2021-02-26 05:12:00,2475364,6802703,5206,120,3,12.89368,9.2272842740997,10.999187,Standard cost 01-2021
295932,27405377,2021-02-26 05:12:00,2475364,6802703,5206,120,10,12.89368,9.2272842740997,36.663957,Standard cost 01-2021
295932,27405376,2021-02-26 05:12:00,2475364,6802703,5206,120,3,12.89368,9.2272842740997,10.999187,Standard cost 01-2021
295932,27405374,2021-02-26 05:11:00,2475295,6802222,5205,120,4,11.84909,8.1826860740997,14.665616,Standard cost 01-2021
295932,27405373,2021-02-26 05:11:00,2475295,6802222,5205,120,3,11.84909,8.1826860740997,10.999212,Standard cost 01-2021
295932,27405372,2021-02-26 05:11:00,2475295,6802222,5205,120,6,11.84909,8.1826860740997,21.998424,Standard cost 01-2021
295932,27407109,2021-02-26 04:36:00,2475649,6804563,5241,160,2,31.9298,15.721925,32.41575,Standard cost 01-2021
295932,27407121,2021-02-26 04:36:00,2475663,6804636,5242,160,1,31.9298,15.721925,16.207875,Standard cost 01-2021
295932,27407845,2021-02-26 04:36:00,2475663,6804636,5242,160,3,31.9298,15.721925,48.623625,Standard cost 01-2021
295932,27405237,2021-02-26 04:06:00,2475663,6804625,5242,65,1,23.3034,15.721925,7.581475,Standard cost 01-2021
295932,27405236,2021-02-26 04:06:00,2475649,6804552,5241,65,1,23.3034,15.721925,7.581475,Standard cost 01-2021
295932,27405215,2021-02-26 03:58:00,2475663,6804625,5242,65,1,23.3034,15.721925,7.581475,Standard cost 01-2021
295932,27406634,2021-02-26 03:25:00,2475474,6803690,5233,160,3,27.55242,15.34041,36.63603,Standard cost 01-2021
295932,27406300,2021-02-26 03:25:00,2475474,6803690,5233,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27406319,2021-02-26 03:25:00,2469617,6783334,5234,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27407749,2021-02-26 03:16:00,2475364,6802708,5206,160,3,13.02773,9.2272842740997,11.401337,Standard cost 01-2021
295932,27407841,2021-02-26 03:16:00,2475364,6802708,5206,160,1,13.02773,9.2272842740997,3.800446,Standard cost 01-2021
295932,27408256,2021-02-26 03:16:00,2475364,6802708,5206,160,1,13.02773,9.2272842740997,3.800446,Standard cost 01-2021
295932,27407766,2021-02-26 03:16:00,2475364,6802708,5206,160,1,13.02773,9.2272842740997,3.800446,Standard cost 01-2021
295932,27407769,2021-02-26 03:16:00,2475364,6802708,5206,160,1,13.02773,9.2272842740997,3.800446,Standard cost 01-2021
295932,27407834,2021-02-26 03:16:00,2475364,6802708,5206,160,1,13.02773,9.2272842740997,3.800446,Standard cost 01-2021
295932,27407837,2021-02-26 03:16:00,2475364,6802708,5206,160,1,13.02773,9.2272842740997,3.800446,Standard cost 01-2021
295932,27408339,2021-02-26 03:15:00,2469617,6783334,5234,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27408329,2021-02-26 03:15:00,2469617,6783334,5234,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27408331,2021-02-26 03:15:00,2469617,6783334,5234,160,3,27.55242,15.34041,36.63603,Standard cost 01-2021
295932,27408334,2021-02-26 03:15:00,2469617,6783334,5234,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27408338,2021-02-26 03:15:00,2469617,6783334,5234,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27408387,2021-02-26 03:14:00,2475474,6803690,5233,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27405131,2021-02-26 03:14:00,2475649,6804557,5241,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27405132,2021-02-26 03:14:00,2475649,6804557,5241,120,3,31.6004,15.721925,47.635425,Standard cost 01-2021
295932,27405128,2021-02-26 03:13:00,2475649,6804557,5241,120,2,31.6004,15.721925,31.75695,Standard cost 01-2021
295932,27405130,2021-02-26 03:13:00,2475649,6804557,5241,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27405127,2021-02-26 03:12:00,2475649,6804557,5241,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27405125,2021-02-26 03:12:00,2475649,6804557,5241,120,8,31.6004,15.721925,127.0278,Standard cost 01-2021
295932,27405124,2021-02-26 03:11:00,2475474,6803690,5233,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27405119,2021-02-26 03:10:00,2475474,6803690,5233,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27405123,2021-02-26 03:10:00,2475474,6803690,5233,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27405115,2021-02-26 03:09:00,2475474,6803690,5233,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27405114,2021-02-26 03:08:00,2475474,6803690,5233,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27407034,2021-02-26 02:43:00,2469486,6782229,5243,160,1,27.98462,15.7726,12.21202,Standard cost 01-2021
295932,27406713,2021-02-26 02:43:00,2469486,6782229,5243,160,1,27.98462,15.7726,12.21202,Standard cost 01-2021
295932,27404968,2021-02-26 02:37:00,2469617,6783328,5234,120,1,27.28889,15.34041,11.94848,Standard cost 01-2021
295932,27404964,2021-02-26 02:36:00,2475474,6803684,5233,120,1,27.28889,15.34041,11.94848,Standard cost 01-2021
295932,27404966,2021-02-26 02:36:00,2469617,6783328,5234,120,1,27.28889,15.34041,11.94848,Standard cost 01-2021
295932,27404960,2021-02-26 02:35:00,2475663,6804625,5242,65,2,23.3034,15.721925,15.16295,Standard cost 01-2021
295932,27404959,2021-02-26 02:35:00,2475649,6804552,5241,65,2,23.3034,15.721925,15.16295,Standard cost 01-2021
295932,27404898,2021-02-26 02:06:00,2501239,6908939,5248,85,2,8.71554,6.6796825,4.071715,Standard cost 01-2021
295932,27404896,2021-02-26 02:06:00,2501239,6908939,5248,85,2,8.71554,6.6796825,4.071715,Standard cost 01-2021
295932,27404895,2021-02-26 02:06:00,2501239,6908939,5248,85,2,8.71554,6.6796825,4.071715,Standard cost 01-2021
295932,27404897,2021-02-26 02:06:00,2501239,6908939,5248,85,2,8.71554,6.6796825,4.071715,Standard cost 01-2021
295932,27404885,2021-02-26 02:03:00,2475649,6804552,5241,65,1,23.3034,15.721925,7.581475,Standard cost 01-2021
295932,27404886,2021-02-26 02:03:00,2475663,6804625,5242,65,1,23.3034,15.721925,7.581475,Standard cost 01-2021
295932,27404868,2021-02-26 01:59:00,2475649,6804552,5241,65,1,23.3034,15.721925,7.581475,Standard cost 01-2021
295932,27404851,2021-02-26 01:54:00,2469617,6783328,5234,120,1,27.28889,15.34041,11.94848,Standard cost 01-2021
295932,27404821,2021-02-26 01:46:00,2475474,6803690,5233,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27404818,2021-02-26 01:46:00,2475474,6803690,5233,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27404822,2021-02-26 01:46:00,2475474,6803690,5233,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27404819,2021-02-26 01:46:00,2475474,6803690,5233,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27404816,2021-02-26 01:46:00,2475474,6803690,5233,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27404814,2021-02-26 01:45:00,2475474,6803690,5233,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27404793,2021-02-26 01:34:00,2475474,6803690,5233,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27404790,2021-02-26 01:33:00,2475474,6803690,5233,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27404789,2021-02-26 01:33:00,2475474,6803690,5233,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27404745,2021-02-26 01:13:00,2475364,6802703,5206,120,2,12.89368,9.2272842740997,7.332791,Standard cost 01-2021
295932,27404746,2021-02-26 01:13:00,2475364,6802703,5206,120,2,12.89368,9.2272842740997,7.332791,Standard cost 01-2021
295932,27404742,2021-02-26 01:12:00,2475295,6802222,5205,120,3,11.84909,8.1826860740997,10.999212,Standard cost 01-2021
295932,27404741,2021-02-26 01:12:00,2475295,6802222,5205,120,6,11.84909,8.1826860740997,21.998424,Standard cost 01-2021
295932,27404740,2021-02-26 01:12:00,2475295,6802222,5205,120,4,11.84909,8.1826860740997,14.665616,Standard cost 01-2021
295932,27404723,2021-02-26 01:09:00,2475663,6804625,5242,65,1,23.3034,15.721925,7.581475,Standard cost 01-2021
295932,27404717,2021-02-26 01:07:00,2475295,6802222,5205,120,1,11.84909,8.1826860740997,3.666404,Standard cost 01-2021
295932,27404721,2021-02-26 01:07:00,2475364,6802703,5206,120,1,12.89368,9.2272842740997,3.666396,Standard cost 01-2021
295932,27404720,2021-02-26 01:07:00,2475364,6802703,5206,120,1,12.89368,9.2272842740997,3.666396,Standard cost 01-2021
295932,27404716,2021-02-26 01:07:00,2475295,6802222,5205,120,1,11.84909,8.1826860740997,3.666404,Standard cost 01-2021
295932,27404712,2021-02-26 01:05:00,2475295,6802222,5205,120,1,11.84909,8.1826860740997,3.666404,Standard cost 01-2021
295932,27404711,2021-02-26 01:05:00,2475295,6802222,5205,120,2,11.84909,8.1826860740997,7.332808,Standard cost 01-2021
295932,27404706,2021-02-26 01:04:00,2475295,6802222,5205,120,1,11.84909,8.1826860740997,3.666404,Standard cost 01-2021
295932,27404707,2021-02-26 01:04:00,2475295,6802222,5205,120,1,11.84909,8.1826860740997,3.666404,Standard cost 01-2021
295932,27404697,2021-02-26 01:03:00,2475364,6802703,5206,120,2,12.89368,9.2272842740997,7.332791,Standard cost 01-2021
295932,27405135,2021-02-26 01:01:00,2475364,6802708,5206,160,1,13.02773,9.2272842740997,3.800446,Standard cost 01-2021
295932,27404687,2021-02-26 01:01:00,2475295,6802222,5205,120,8,11.84909,8.1826860740997,29.331231,Standard cost 01-2021
295932,27405137,2021-02-26 01:01:00,2475295,6802227,5205,160,1,11.98314,8.1826860740997,3.800454,Standard cost 01-2021
295932,27405142,2021-02-26 01:01:00,2475364,6802708,5206,160,1,13.02773,9.2272842740997,3.800446,Standard cost 01-2021
295932,27404688,2021-02-26 01:01:00,2475295,6802222,5205,120,2,11.84909,8.1826860740997,7.332808,Standard cost 01-2021
295932,27405140,2021-02-26 01:01:00,2475295,6802227,5205,160,1,11.98314,8.1826860740997,3.800454,Standard cost 01-2021
295932,27404666,2021-02-26 01:00:00,2475649,6804552,5241,65,2,23.3034,15.721925,15.16295,Standard cost 01-2021
295932,27404658,2021-02-26 00:58:00,2501239,6908939,5248,85,4,8.71554,6.6796825,8.14343,Standard cost 01-2021
295932,27404622,2021-02-26 00:49:00,2666995,7398108,5265,160,64,19.6096,10.387485,590.21536,Standard cost 01-2021
295932,27404559,2021-02-26 00:30:00,2475663,6804625,5242,65,3,23.3034,15.721925,22.744425,Standard cost 01-2021
295932,27404557,2021-02-26 00:30:00,2475649,6804552,5241,65,3,23.3034,15.721925,22.744425,Standard cost 01-2021
295932,27404556,2021-02-26 00:29:00,2475663,6804625,5242,65,1,23.3034,15.721925,7.581475,Standard cost 01-2021
295932,27404555,2021-02-26 00:28:00,2475649,6804552,5241,65,1,23.3034,15.721925,7.581475,Standard cost 01-2021
295932,27411144,2021-02-26 00:03:00,2475663,6804634,5242,150,1,31.9298,15.721925,16.207875,Standard cost 01-2021
295932,27411145,2021-02-26 00:03:00,2474349,6799555,5226,150,1,18.71626,11.5212175,7.195043,Standard cost 01-2021
295932,27411146,2021-02-26 00:03:00,2585262,7131833,5259,150,1,14.95098,11.4847775,3.466203,Standard cost 01-2021
295932,27404494,2021-02-26 00:01:00,2501239,6908939,5248,85,2,8.71554,6.6796825,4.071715,Standard cost 01-2021
295932,27404428,2021-02-25 23:50:00,2475089,6801008,5142,100,1,4.58485,3.3545756991503,1.230274,Standard cost 01-2021
295932,27404425,2021-02-25 23:35:00,2475089,6801008,5142,100,1,4.58485,3.3545756991503,1.230274,Standard cost 01-2021
295932,27404253,2021-02-25 23:16:00,2501239,6908939,5248,85,1,8.71554,6.6796825,2.035858,Standard cost 01-2021
295932,27404250,2021-02-25 23:16:00,2501239,6908939,5248,85,1,8.71554,6.6796825,2.035858,Standard cost 01-2021
295932,27404251,2021-02-25 23:16:00,2501239,6908939,5248,85,1,8.71554,6.6796825,2.035858,Standard cost 01-2021
295932,27404252,2021-02-25 23:16:00,2501239,6908939,5248,85,1,8.71554,6.6796825,2.035858,Standard cost 01-2021
295932,27404224,2021-02-25 23:12:00,2469486,6782229,5243,160,2,27.98462,15.7726,24.42404,Standard cost 01-2021
295932,27404227,2021-02-25 23:12:00,2469486,6782229,5243,160,1,27.98462,15.7726,12.21202,Standard cost 01-2021
295932,27405897,2021-02-25 23:12:00,2475649,6804563,5241,160,1,31.9298,15.721925,16.207875,Standard cost 01-2021
295932,27407116,2021-02-25 23:12:00,2475663,6804636,5242,160,2,31.9298,15.721925,32.41575,Standard cost 01-2021
295932,27406141,2021-02-25 23:12:00,2475663,6804636,5242,160,1,31.9298,15.721925,16.207875,Standard cost 01-2021
295932,27404174,2021-02-25 22:56:00,2475663,6804625,5242,65,2,23.3034,15.721925,15.16295,Standard cost 01-2021
295932,27404168,2021-02-25 22:56:00,2475649,6804552,5241,65,2,23.3034,15.721925,15.16295,Standard cost 01-2021
295932,27404342,2021-02-25 22:43:00,2585240,7131682,5258,150,1,14.95098,11.4847775,3.466203,Standard cost 01-2021
295932,27403821,2021-02-25 22:10:00,2475649,6804557,5241,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27403817,2021-02-25 22:09:00,2475663,6804630,5242,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27403818,2021-02-25 22:09:00,2475663,6804630,5242,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27403812,2021-02-25 22:08:00,2475663,6804630,5242,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27403813,2021-02-25 22:08:00,2475663,6804630,5242,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27403811,2021-02-25 22:08:00,2475663,6804630,5242,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27403802,2021-02-25 22:07:00,2475649,6804557,5241,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27403800,2021-02-25 22:07:00,2475649,6804557,5241,120,7,31.6004,15.721925,111.149325,Standard cost 01-2021
295932,27403801,2021-02-25 22:07:00,2475649,6804557,5241,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27403784,2021-02-25 22:06:00,2475649,6804557,5241,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27403788,2021-02-25 22:06:00,2475663,6804630,5242,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27403785,2021-02-25 22:06:00,2475649,6804557,5241,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27403778,2021-02-25 22:05:00,2475649,6804557,5241,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27403759,2021-02-25 22:03:00,2475649,6804552,5241,65,1,23.3034,15.721925,7.581475,Standard cost 01-2021
295932,27403731,2021-02-25 22:01:00,2476335,6805348,5238,120,2,13.56145,9.4929418565255,8.137016,Standard cost 01-2021
295932,27403733,2021-02-25 22:01:00,2476335,6805348,5238,120,2,13.56145,9.4929418565255,8.137016,Standard cost 01-2021
295932,27403732,2021-02-25 22:01:00,2476335,6805348,5238,120,4,13.56145,9.4929418565255,16.274033,Standard cost 01-2021
295932,27403719,2021-02-25 22:00:00,2475214,6801747,5214,105,2,10.17571,7.7411601548232,4.8691,Standard cost 01-2021
295932,27403713,2021-02-25 21:59:00,2474381,6799671,5237,120,5,13.56166,9.4931315255,20.342642,Standard cost 01-2021
295932,27403711,2021-02-25 21:59:00,2474381,6799671,5237,120,2,13.56166,9.4931315255,8.137057,Standard cost 01-2021
295932,27403712,2021-02-25 21:59:00,2474381,6799671,5237,120,3,13.56166,9.4931315255,12.205585,Standard cost 01-2021
295932,27403683,2021-02-25 21:56:00,2475295,6802222,5205,120,4,11.84909,8.1826860740997,14.665616,Standard cost 01-2021
295932,27403704,2021-02-25 21:56:00,2475191,6801643,5213,105,4,10.17571,7.7411601548232,9.738199,Standard cost 01-2021
295932,27403954,2021-02-25 21:35:00,2473997,6798867,5225,150,1,18.71626,11.5212175,7.195043,Standard cost 01-2021
295932,27403559,2021-02-25 21:31:00,2475663,6804625,5242,65,4,23.3034,15.721925,30.3259,Standard cost 01-2021
295932,27403558,2021-02-25 21:30:00,2475649,6804552,5241,65,4,23.3034,15.721925,30.3259,Standard cost 01-2021
295932,27410506,2021-02-25 21:28:00,2475649,6804557,5241,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27410505,2021-02-25 21:28:00,2475649,6804557,5241,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27410498,2021-02-25 21:26:00,2475649,6804557,5241,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27403520,2021-02-25 21:21:00,2476335,6805348,5238,120,2,13.56145,9.4929418565255,8.137016,Standard cost 01-2021
295932,27403490,2021-02-25 21:15:00,2474349,6799547,5226,105,10,16.61091,11.5212175,50.896925,Standard cost 01-2021
295932,27403489,2021-02-25 21:15:00,2473997,6798859,5225,105,10,16.61091,11.5212175,50.896925,Standard cost 01-2021
295932,27403484,2021-02-25 21:14:00,2475295,6802222,5205,120,2,11.84909,8.1826860740997,7.332808,Standard cost 01-2021
295932,27403487,2021-02-25 21:14:00,2475364,6802703,5206,120,2,12.89368,9.2272842740997,7.332791,Standard cost 01-2021
295932,27403472,2021-02-25 21:10:00,2474349,6799547,5226,105,6,16.61091,11.5212175,30.538155,Standard cost 01-2021
295932,27403470,2021-02-25 21:10:00,2473997,6798859,5225,105,6,16.61091,11.5212175,30.538155,Standard cost 01-2021
295932,27403465,2021-02-25 21:09:00,2474381,6799671,5237,120,50,13.56166,9.4931315255,203.426424,Standard cost 01-2021
295932,27403463,2021-02-25 21:09:00,2475663,6804630,5242,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27403469,2021-02-25 21:09:00,2475364,6802703,5206,120,8,12.89368,9.2272842740997,29.331166,Standard cost 01-2021
295932,27403468,2021-02-25 21:09:00,2475295,6802222,5205,120,10,11.84909,8.1826860740997,36.664039,Standard cost 01-2021
295932,27403464,2021-02-25 21:09:00,2475663,6804630,5242,120,2,31.6004,15.721925,31.75695,Standard cost 01-2021
295932,27403467,2021-02-25 21:09:00,2475663,6804630,5242,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27403460,2021-02-25 21:08:00,2475649,6804557,5241,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27403462,2021-02-25 21:08:00,2475649,6804557,5241,120,2,31.6004,15.721925,31.75695,Standard cost 01-2021
295932,27403457,2021-02-25 21:06:00,2475663,6804630,5242,120,2,31.6004,15.721925,31.75695,Standard cost 01-2021
295932,27403450,2021-02-25 21:06:00,2475663,6804630,5242,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27403458,2021-02-25 21:06:00,2475663,6804630,5242,120,1,31.6004,15.721925,15.878475,Standard cost 01-2021
295932,27403448,2021-02-25 21:04:00,2475663,6804625,5242,65,1,23.3034,15.721925,7.581475,Standard cost 01-2021
295932,27403411,2021-02-25 20:56:00,2568606,7096114,5261,73,12,6.19772,4.2114808745,23.83487,Standard cost 01-2021
295932,27403407,2021-02-25 20:55:00,2568604,7096097,5260,73,12,7.70045,5.7142341255,23.83459,Standard cost 01-2021
295932,27403330,2021-02-25 20:41:00,2475364,6802699,5206,105,1,11.94179,9.2272842740997,2.714506,Standard cost 01-2021
295932,27403571,2021-02-25 20:37:00,2475663,6804634,5242,150,1,31.9298,15.721925,16.207875,Standard cost 01-2021
295932,27403297,2021-02-25 20:29:00,2474381,6799671,5237,120,75,13.56166,9.4931315255,305.139636,Standard cost 01-2021
295932,27403290,2021-02-25 20:27:00,2666995,7398103,5265,120,7,19.25451,10.387485,62.069175,Standard cost 01-2021
295932,27403293,2021-02-25 20:27:00,2667051,7398492,5266,120,6,19.25451,10.387485,53.20215,Standard cost 01-2021
295932,27403289,2021-02-25 20:27:00,2666995,7398103,5265,120,5,19.25451,10.387485,44.335125,Standard cost 01-2021
295932,27403292,2021-02-25 20:27:00,2667051,7398492,5266,120,6,19.25451,10.387485,53.20215,Standard cost 01-2021
295932,27403283,2021-02-25 20:23:00,2476335,6805348,5238,120,18,13.56145,9.4929418565255,73.233147,Standard cost 01-2021
295932,27403284,2021-02-25 20:23:00,2476335,6805348,5238,120,4,13.56145,9.4929418565255,16.274033,Standard cost 01-2021
295932,27403282,2021-02-25 20:23:00,2476335,6805348,5238,120,7,13.56145,9.4929418565255,28.479557,Standard cost 01-2021
295932,27403280,2021-02-25 20:22:00,2474381,6799671,5237,120,8,13.56166,9.4931315255,32.548228,Standard cost 01-2021
295932,27403278,2021-02-25 20:22:00,2474381,6799671,5237,120,5,13.56166,9.4931315255,20.342642,Standard cost 01-2021
295932,27403279,2021-02-25 20:22:00,2474381,6799671,5237,120,7,13.56166,9.4931315255,28.479699,Standard cost 01-2021
295932,27404434,2021-02-25 20:07:00,2469617,6783334,5234,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27404786,2021-02-25 20:07:00,2469617,6783334,5234,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27404431,2021-02-25 20:07:00,2469617,6783334,5234,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27405095,2021-02-25 20:07:00,2469617,6783334,5234,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27404863,2021-02-25 20:07:00,2469617,6783334,5234,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27404835,2021-02-25 20:07:00,2469617,6783334,5234,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27405093,2021-02-25 20:07:00,2469617,6783334,5234,160,6,27.55242,15.34041,73.27206,Standard cost 01-2021
295932,27404795,2021-02-25 20:07:00,2469617,6783334,5234,160,2,27.55242,15.34041,24.42402,Standard cost 01-2021
295932,27404735,2021-02-25 20:07:00,2469617,6783334,5234,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27404864,2021-02-25 20:07:00,2469617,6783334,5234,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27404788,2021-02-25 20:07:00,2469617,6783334,5234,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27404728,2021-02-25 20:07:00,2469617,6783334,5234,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27404731,2021-02-25 20:07:00,2469617,6783334,5234,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27404837,2021-02-25 20:07:00,2469617,6783334,5234,160,5,27.55242,15.34041,61.06005,Standard cost 01-2021
295932,27404733,2021-02-25 20:07:00,2469617,6783334,5234,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27404727,2021-02-25 20:07:00,2469617,6783334,5234,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27404836,2021-02-25 20:07:00,2469617,6783334,5234,160,1,27.55242,15.34041,12.21201,Standard cost 01-2021
295932,27405665,2021-02-25 20:05:00,2475510,6803902,5229,160,1,15.49922,9.31231,6.18691,Standard cost 01-2021
295932,27405560,2021-02-25 20:05:00,2475510,6803902,5229,160,3,15.49922,9.31231,18.56073,Standard cost 01-2021
295932,27405558,2021-02-25 20:05:00,2475510,6803902,5229,160,9,15.49922,9.31231,55.68219,Standard cost 01-2021
295932,27405401,2021-02-25 20:05:00,2475510,6803902,5229,160,2,15.49922,9.31231,12.37382,Standard cost 01-2021
295932,27405554,2021-02-25 20:05:00,2475510,6803902,5229,160,1,15.49922,9.31231,6.18691,Standard cost 01-2021
295932,27405402,2021-02-25 20:05:00,2475510,6803902,5229,160,1,15.49922,9.31231,6.18691,Standard cost 01-2021
